busto,cintura,quadril,altura,ombro,medida correta
117.98,95.77,125.76,178.84,37.7,GG
86.73,69.41,93.6,174.66,39.41,P
114.56,97.61,121.76,165.65,32.0,GG
108.95,88.9,115.15,177.34,30.22,G
94.89,80.34,102.02,168.03,35.61,M
105.98,90.12,110.02,175.02,31.92,G
78.58,59.22,82.68,166.86,35.15,PP
76.77,55.51,83.59,168.33,34.75,PP
95.21,77.47,103.21,177.93,32.82,M
117.17,98.55,121.96,174.44,31.47,GG
116.9,98.56,120.42,164.05,37.29,GG
109.13,86.37,114.78,166.65,34.53,G
117.54,95.95,121.14,161.96,33.6,GG
78.84,59.39,84.75,165.5,37.98,PP
114.45,95.99,124.64,177.99,35.37,GG
95.35,75.68,103.23,174.63,37.85,M
89.91,69.36,91.51,164.5,33.42,P
115.88,97.06,123.28,171.45,38.44,GG
87.83,66.78,90.97,156.15,39.16,P
78.84,58.97,81.01,170.84,34.84,PP
95.54,75.75,102.02,152.43,33.69,M
76.7,55.55,82.67,175.16,36.17,PP
75.49,55.24,85.57,167.3,30.59,PP
107.86,85.8,115.97,171.23,36.16,G
109.74,90.44,111.14,172.52,30.25,G
79.88,60.28,80.11,165.45,34.77,PP
79.06,55.25,84.46,163.84,33.75,PP
84.78,68.18,92.5,169.01,38.33,P
107.54,85.34,114.84,171.25,33.4,G
105.31,86.12,111.66,159.47,36.65,G
99.11,79.62,102.92,176.31,36.87,M
75.38,56.68,81.08,171.1,39.37,PP
117.2,98.16,125.03,175.87,33.83,GG
119.59,98.81,125.21,166.87,31.71,GG
117.13,97.71,122.85,158.09,37.71,GG
109.11,86.95,115.47,165.13,32.78,G
99.71,76.34,102.63,161.41,35.32,M
108.96,89.73,113.62,160.3,33.43,G
107.16,88.98,112.39,177.15,30.66,G
118.34,99.54,122.15,158.73,32.11,GG
115.01,96.08,121.65,165.77,38.82,GG
109.29,90.18,114.75,162.29,38.37,G
106.37,86.06,114.61,158.88,31.81,G
106.98,85.08,110.56,169.05,33.05,G
106.71,88.74,111.3,160.48,37.73,G
84.78,65.57,90.2,164.19,32.16,P
95.2,77.56,104.59,153.09,32.79,M
107.86,89.48,114.44,160.12,36.34,G
117.16,98.79,125.46,177.35,33.03,GG
118.65,100.07,123.4,158.0,38.13,GG
85.13,68.05,95.42,158.42,33.65,P
115.87,98.82,123.95,176.89,35.74,GG
99.36,80.56,104.15,156.83,30.77,M
99.49,80.61,101.44,159.37,34.76,M
76.34,60.41,81.06,173.05,36.84,PP
99.51,79.23,101.48,153.0,38.91,M
114.08,96.11,121.43,160.82,31.12,GG
96.97,75.06,102.62,168.57,32.91,M
117.26,95.64,125.15,151.82,35.51,GG
98.22,76.0,100.19,152.1,39.24,M
78.62,60.1,83.58,150.12,39.48,PP
87.4,69.95,90.94,153.88,39.53,P
99.4,75.36,102.61,168.48,38.12,M
98.34,76.21,103.18,156.75,34.77,M
78.83,59.21,80.1,151.94,33.16,PP
104.55,90.98,112.84,165.41,37.44,G
116.71,99.38,122.04,152.13,36.66,GG
108.14,85.53,113.16,159.62,37.65,G
114.29,97.86,123.87,169.8,31.39,GG
107.4,90.49,112.45,152.97,39.58,G
76.22,57.61,81.43,162.29,38.93,PP
109.54,89.28,113.11,175.3,36.35,G
74.28,56.32,82.68,162.2,34.82,PP
117.69,97.24,122.05,167.59,30.54,GG
77.91,58.26,82.64,176.29,36.25,PP
79.39,57.95,82.49,169.05,30.2,PP
80.0,55.49,80.91,166.65,37.86,PP
98.31,78.96,103.41,164.52,37.86,M
76.72,55.82,80.83,170.01,30.52,PP
117.55,100.98,122.47,156.01,30.23,GG
77.2,56.82,83.14,159.87,34.75,PP
116.98,96.18,124.67,177.12,36.11,GG
117.66,100.84,124.09,153.91,32.46,GG
96.89,76.94,105.82,176.5,30.92,M
99.39,79.66,101.91,158.94,31.05,M
96.08,77.56,103.23,173.29,38.19,M
119.95,95.65,121.38,157.54,36.79,GG
99.84,77.36,102.01,166.9,36.96,M
106.77,85.23,114.24,154.05,33.78,G
86.22,70.28,93.92,150.98,38.73,P
94.46,75.46,101.84,160.54,30.04,M
106.9,88.04,113.08,169.04,31.34,G
87.97,65.63,90.1,153.34,32.69,P
94.11,80.45,101.07,164.98,34.26,M
88.89,70.86,92.51,150.93,35.42,P
95.18,75.76,101.3,174.57,37.06,M
105.79,89.58,113.01,157.47,31.06,G
108.32,86.09,115.53,170.23,39.33,G
86.06,65.78,95.46,172.84,32.97,P
75.33,58.38,84.28,166.77,38.36,PP
98.57,80.03,100.66,161.16,35.59,M
75.49,58.83,82.84,179.64,33.33,PP
95.26,78.83,105.23,164.37,32.09,M
95.4,79.76,103.69,161.09,32.58,M
88.48,68.88,90.56,178.8,33.21,P
98.99,80.08,102.87,171.24,31.3,M
104.75,90.78,113.44,164.6,39.71,G
107.18,90.09,111.81,151.64,31.99,G
114.24,100.55,121.46,153.66,39.34,GG
87.3,68.48,95.14,169.93,39.1,P
107.88,88.13,111.86,172.54,30.43,G
96.32,76.17,105.5,153.71,34.34,M
119.52,96.22,124.63,173.18,30.97,GG
107.19,86.35,112.74,179.4,31.84,G
106.45,89.89,111.42,168.57,32.36,G
79.89,57.88,85.55,164.83,37.66,PP
95.31,77.61,105.06,179.21,35.7,M
95.18,76.24,100.09,160.42,31.69,M
77.46,59.18,82.51,162.86,34.8,PP
97.13,80.72,100.66,177.65,34.95,M
106.03,90.96,114.14,171.45,30.61,G
79.72,58.91,81.78,171.42,38.71,PP
119.72,96.54,122.12,158.17,39.08,GG
108.3,87.39,111.43,173.63,38.6,G
95.8,76.0,101.88,172.68,30.38,M
116.73,96.1,121.33,164.5,30.13,GG
86.79,68.52,91.19,159.18,30.41,P
76.58,58.34,85.75,152.1,39.82,PP
77.88,58.69,80.71,178.94,32.47,PP
108.7,88.91,114.03,168.08,36.53,G
98.13,80.55,104.15,170.48,31.86,M
76.6,60.28,82.42,179.58,30.25,PP
89.49,66.45,93.3,174.86,33.72,P
79.63,56.87,83.73,158.1,37.73,PP
104.45,86.27,110.5,164.56,34.86,G
118.31,98.34,125.09,176.73,37.3,GG
118.48,98.87,124.21,177.73,38.39,GG
79.73,58.46,80.59,161.14,39.27,PP
117.73,96.43,122.61,161.93,37.74,GG
86.89,65.27,92.89,162.73,37.19,P
98.53,75.89,105.33,174.71,39.8,M
107.82,88.3,113.71,171.98,35.16,G
88.12,67.59,92.31,176.1,30.66,P
119.85,95.44,122.03,154.95,38.09,GG
75.92,55.41,83.59,169.36,30.61,PP
116.08,98.17,125.32,176.43,38.18,GG
108.37,85.34,115.15,152.93,35.38,G
77.84,58.33,80.84,176.89,37.38,PP
87.39,65.73,92.79,150.17,38.25,P
87.39,65.91,92.51,177.24,32.27,P
119.79,100.8,124.12,177.45,37.96,GG
74.27,60.2,81.9,179.24,35.36,PP
77.68,59.1,83.42,162.84,36.65,PP
77.4,57.05,84.44,168.5,33.54,PP
88.39,70.28,94.07,155.25,39.12,P
78.83,56.04,85.44,168.22,35.28,PP
79.07,56.57,84.04,165.63,37.35,PP
94.81,79.8,102.77,164.54,30.05,M
118.1,98.96,123.82,174.71,30.09,GG
114.28,98.54,121.66,177.98,31.67,GG
74.02,57.93,82.13,164.01,34.46,PP
96.62,78.52,101.23,177.15,36.44,M
106.05,88.95,113.29,153.13,35.94,G
105.69,90.52,115.69,157.44,37.72,G
107.0,86.8,112.82,179.49,39.68,G
99.27,80.62,104.13,176.74,30.67,M
104.54,88.72,111.73,161.58,31.19,G
114.56,97.75,121.67,163.69,36.39,GG
105.92,88.81,114.6,174.33,30.14,G
76.53,60.29,84.7,151.96,32.86,PP
75.4,55.36,80.46,177.68,38.69,PP
99.89,80.62,103.68,175.96,30.65,M
87.6,67.52,94.64,166.64,34.0,P
75.71,55.04,84.89,170.7,31.06,PP
89.27,65.56,95.17,171.23,37.14,P
104.22,90.08,111.34,174.48,37.32,G
94.69,80.04,100.31,173.66,33.04,M
94.05,78.59,100.11,162.52,35.56,M
106.51,85.75,112.53,174.07,31.39,G
114.93,97.11,122.38,172.95,36.34,GG
114.85,97.11,123.92,168.02,35.28,GG
76.26,59.45,82.03,171.89,37.76,PP
117.54,95.82,120.33,161.73,31.59,GG
77.62,60.09,81.04,179.12,32.43,PP
88.8,67.28,93.6,173.95,39.74,P
99.88,76.26,101.89,166.4,32.36,M
117.15,95.96,121.39,174.61,37.65,GG
89.17,66.49,93.37,172.02,33.13,P
105.68,89.25,111.91,179.78,31.21,G
78.55,57.42,82.93,172.25,37.26,PP
87.86,66.95,91.86,161.95,38.08,P
105.67,88.22,110.81,161.29,39.56,G
77.89,57.03,81.38,162.48,39.95,PP
96.16,76.85,102.83,160.17,39.69,M
114.91,100.15,123.85,150.34,39.68,GG
119.26,95.58,125.13,150.86,38.82,GG
86.78,69.11,95.5,157.84,32.33,P
104.48,85.43,112.03,177.73,31.96,G
106.17,87.35,115.31,170.07,33.09,G
117.79,97.0,120.41,159.14,34.7,GG
107.4,87.66,115.56,174.89,33.31,G
97.6,80.69,104.4,174.02,36.44,M
94.53,77.1,102.41,176.56,32.59,M
85.19,66.13,91.48,178.03,31.11,P
85.15,70.41,95.61,155.51,32.81,P
94.35,79.42,101.64,152.73,30.75,M
105.38,90.92,114.95,152.19,34.91,G
116.61,98.55,122.61,155.38,34.02,GG
84.37,69.19,94.57,179.79,40.0,P
88.0,65.76,94.31,153.07,35.53,P
104.44,85.8,110.13,161.59,37.97,G
109.24,88.24,111.35,153.81,37.1,G
77.99,55.87,82.58,150.92,38.87,PP
97.68,80.25,100.69,150.96,32.7,M
109.96,89.66,111.46,167.89,35.68,G
107.45,87.32,113.15,166.11,33.97,G
118.57,100.44,125.61,165.35,33.23,GG
117.03,98.97,122.8,169.87,31.11,GG
79.77,58.08,83.91,159.45,35.35,PP
98.59,77.51,103.51,151.48,33.88,M
107.73,87.5,113.38,176.2,34.36,G
105.76,86.4,113.91,162.9,30.12,G
95.69,77.9,100.09,179.51,34.94,M
78.74,59.57,80.33,171.15,35.05,PP
97.5,78.07,102.41,167.83,34.94,M
104.07,90.53,115.77,172.94,35.57,G
77.71,60.06,85.04,167.04,34.36,PP
116.05,98.2,120.38,179.18,32.29,GG
78.25,60.12,83.91,175.78,37.26,PP
84.44,67.2,94.71,173.69,35.47,P
76.53,58.74,82.33,166.76,37.0,PP
74.82,59.18,83.03,175.87,30.91,PP
75.2,59.1,83.25,174.44,32.11,PP
106.5,90.08,112.54,173.68,30.5,G
116.14,96.88,123.94,166.29,34.16,GG
116.55,95.58,122.66,162.11,32.8,GG
76.6,59.68,80.83,176.93,39.55,PP
95.89,77.75,103.71,167.39,39.89,M
74.25,58.85,81.75,150.2,37.01,PP
77.98,55.06,83.78,179.62,30.35,PP
89.26,68.4,94.7,176.08,35.95,P
84.33,70.3,93.94,172.61,37.41,P
74.68,60.12,80.3,158.08,38.05,PP
95.93,80.92,104.41,171.15,39.27,M
116.42,95.77,121.42,152.14,34.59,GG
116.53,100.92,123.74,164.83,34.88,GG
89.28,70.17,93.55,164.2,38.74,P
96.11,75.48,100.91,160.57,30.0,M
105.54,86.57,110.76,168.83,31.73,G
106.84,90.03,111.49,165.24,34.8,G
85.21,68.6,92.44,160.44,34.23,P
105.0,88.7,114.11,155.21,34.2,G
119.88,100.54,123.52,178.82,32.15,GG
115.45,100.92,121.46,170.87,34.86,GG
104.6,90.78,115.53,178.42,30.24,G
85.26,69.3,90.61,150.52,33.86,P
114.59,97.09,124.81,162.95,31.8,GG
76.85,59.25,84.15,167.51,35.7,PP
86.69,67.47,91.46,174.7,35.22,P
94.04,76.68,100.9,155.46,33.12,M
78.04,55.69,81.64,162.2,38.35,PP
94.7,80.19,103.43,158.82,39.32,M
108.34,86.66,114.37,161.9,32.88,G
78.19,59.39,82.49,155.04,33.53,PP
115.79,97.26,122.92,153.06,37.06,GG
114.64,95.65,120.51,151.18,34.61,GG
106.31,90.57,113.56,166.65,38.07,G
115.84,95.21,123.91,152.48,33.4,GG
104.69,88.9,111.44,179.76,38.49,G
116.38,100.94,120.25,178.11,36.81,GG
109.04,86.96,111.93,166.25,35.23,G
117.07,100.08,125.96,155.23,32.0,GG
107.63,87.57,111.95,171.91,35.24,G
98.07,79.07,100.68,165.97,39.35,M
75.63,60.23,84.19,174.24,31.66,PP
95.78,79.98,102.83,152.76,31.81,M
119.37,97.5,121.86,172.52,31.44,GG
94.74,75.02,102.02,166.97,30.63,M
76.24,59.08,81.18,155.18,34.3,PP
87.31,70.72,94.29,150.2,35.25,P
87.63,65.08,95.24,179.26,36.9,P
78.17,56.55,80.79,178.42,34.8,PP
89.31,68.36,93.31,171.44,30.99,P
84.91,66.44,94.89,171.96,33.63,P
108.21,85.68,115.21,161.89,39.39,G
84.7,68.18,95.34,156.91,37.82,P
114.17,95.48,121.51,157.48,36.46,GG
78.08,56.89,80.92,155.78,35.48,PP
98.38,77.71,101.23,171.01,37.64,M
119.78,100.66,123.76,155.56,34.98,GG
87.1,67.67,94.09,173.01,30.2,P
87.52,66.38,92.59,161.0,38.7,P
76.32,55.15,85.51,159.77,38.21,PP
108.28,87.54,113.49,170.28,33.13,G
99.79,76.86,101.89,162.8,36.75,M
115.98,100.13,123.15,153.25,36.01,GG
99.24,77.91,100.5,155.14,39.91,M
79.48,59.18,85.44,173.19,30.81,PP
118.67,96.52,121.2,150.91,30.22,GG
98.01,79.17,103.69,174.86,38.09,M
119.12,96.77,121.64,171.51,32.73,GG
76.89,57.75,82.69,154.18,31.86,PP
87.77,65.78,90.87,156.96,30.2,P
106.2,86.07,113.96,154.98,37.53,G
114.39,96.25,123.88,154.59,36.99,GG
76.12,59.24,85.89,170.07,36.96,PP
95.25,77.6,100.92,179.49,36.66,M
117.98,99.85,125.25,152.45,31.76,GG
95.02,78.1,105.53,154.13,39.02,M
98.0,77.49,100.53,152.44,39.47,M
119.85,97.7,121.32,158.96,39.97,GG
99.47,79.42,103.41,173.14,32.57,M
116.29,99.47,123.35,165.0,32.97,GG
117.3,98.04,124.1,157.59,39.13,GG
98.88,80.41,104.79,179.28,30.84,M
99.91,77.17,103.56,154.32,38.83,M
116.78,99.6,120.02,175.67,36.9,GG
99.51,80.33,104.12,155.76,30.41,M
96.3,80.53,105.0,154.26,32.54,M
109.16,85.69,115.39,165.67,36.78,G
116.55,98.93,124.06,154.82,32.49,GG
87.93,69.1,92.13,170.42,37.07,P
76.4,56.27,80.89,177.34,33.19,PP
115.0,98.25,123.71,163.84,39.44,GG
118.55,95.37,120.01,171.66,31.83,GG
104.47,85.94,114.81,173.45,32.43,G
86.08,67.6,90.73,165.01,33.27,P
95.07,80.9,101.66,155.35,30.1,M
96.37,76.63,105.2,165.69,35.46,M
116.21,96.2,122.4,153.29,33.72,GG
118.62,98.4,122.24,160.14,39.13,GG
106.77,88.71,110.13,160.78,39.27,G
96.22,75.47,100.99,154.33,34.08,M
119.39,100.85,125.74,159.55,38.08,GG
98.64,75.75,103.17,162.96,31.01,M
117.09,95.23,125.58,161.41,33.96,GG
74.67,60.82,80.72,178.94,36.47,PP
76.65,57.58,80.16,164.67,34.32,PP
84.39,69.34,91.78,150.09,36.01,P
109.39,85.85,113.92,173.93,39.06,G
87.78,65.58,90.56,162.43,30.83,P
95.28,80.79,102.42,164.27,30.17,M
105.18,90.55,111.97,153.42,38.26,G
107.25,86.61,114.7,168.05,30.49,G
118.46,100.63,122.2,162.1,33.18,GG
94.41,76.71,105.35,160.76,38.2,M
96.15,80.83,102.63,175.99,33.72,M
95.98,78.95,100.96,179.68,36.45,M
86.81,69.45,93.49,176.96,32.04,P
114.12,95.94,122.62,163.17,37.57,GG
94.61,76.87,101.53,165.28,30.56,M
87.56,69.11,91.17,175.2,33.08,P
99.76,79.17,104.82,161.18,31.46,M
115.92,99.14,122.69,161.33,33.66,GG
99.56,78.99,102.43,163.6,30.91,M
99.9,78.63,101.71,167.93,34.27,M
96.69,79.37,104.02,165.6,34.6,M
86.0,68.33,92.12,155.79,32.29,P
109.4,85.47,114.62,155.27,30.04,G
75.21,57.42,80.49,178.83,30.88,PP
104.51,87.67,114.43,169.3,34.54,G
96.63,76.46,100.59,165.67,33.41,M
98.87,80.15,102.31,157.27,32.32,M
77.74,59.4,83.41,156.13,30.97,PP
97.25,78.62,103.63,155.5,33.18,M
114.62,99.87,123.75,162.92,30.3,GG
105.15,87.33,114.55,175.45,30.44,G
118.44,100.35,122.37,159.5,34.58,GG
98.08,75.03,100.08,161.91,37.8,M
97.0,77.33,100.36,158.46,39.45,M
78.59,57.04,84.47,164.57,32.54,PP
119.38,96.07,125.24,156.3,36.72,GG
115.42,100.5,121.18,179.96,38.65,GG
88.45,70.6,93.61,175.85,39.32,P
77.5,58.98,80.46,154.8,37.03,PP
109.52,85.28,112.77,172.64,39.71,G
86.7,67.12,93.39,179.49,30.05,P
114.38,95.23,123.41,172.89,30.51,GG
97.85,75.1,102.47,176.95,30.79,M
75.95,56.59,82.68,153.28,38.4,PP
99.3,80.44,101.01,158.84,35.05,M
114.37,95.94,121.78,170.58,30.71,GG
76.11,56.02,84.64,157.0,35.72,PP
79.17,56.58,84.02,165.72,38.74,PP
99.54,79.12,101.13,163.7,31.8,M
77.27,55.89,85.02,168.1,32.54,PP
88.96,65.31,90.43,165.43,32.15,P
117.27,99.5,121.71,167.59,36.19,GG
85.4,66.36,91.28,155.92,39.33,P
116.87,97.54,121.82,170.58,36.8,GG
74.26,58.14,85.34,178.8,37.78,PP
107.72,86.11,111.6,167.09,34.7,G
84.1,69.13,95.9,169.26,31.49,P
114.91,97.6,120.47,175.88,35.15,GG
77.5,57.04,82.09,177.06,33.2,PP
97.94,80.79,100.87,150.35,32.64,M
89.93,68.72,92.9,177.27,39.93,P
78.96,59.87,84.4,155.2,35.97,PP
86.24,67.67,92.73,178.11,36.78,P
76.58,56.43,83.1,150.82,30.15,PP
116.54,96.44,121.97,152.09,31.32,GG
104.57,86.83,113.48,173.05,33.65,G
79.1,58.61,83.46,179.03,33.08,PP
88.78,68.06,95.62,152.71,35.11,P
119.02,99.69,123.39,165.69,36.07,GG
79.91,56.68,85.21,158.16,32.22,PP
78.5,57.7,81.34,152.18,36.06,PP
79.07,55.95,82.03,165.53,38.86,PP
108.89,90.89,111.52,150.41,39.0,G
119.89,95.07,124.47,166.82,39.53,GG
77.83,57.74,82.65,166.09,36.21,PP
116.67,96.9,120.26,179.95,32.64,GG
94.5,76.99,102.75,177.67,38.38,M
104.18,89.07,111.82,163.84,32.35,G
118.98,97.09,120.57,162.51,31.29,GG
95.82,78.05,103.78,170.89,31.47,M
76.18,57.65,81.66,150.22,38.46,PP
79.81,55.77,85.08,177.5,35.52,PP
98.61,75.78,102.49,165.95,33.87,M
119.09,97.24,123.41,170.02,34.1,GG
89.15,70.02,90.12,176.89,37.35,P
114.96,96.9,122.1,162.28,31.24,GG
116.58,98.96,124.76,171.02,38.5,GG
78.96,60.11,84.27,154.62,30.2,PP
118.59,97.07,124.76,162.7,38.61,GG
98.67,79.69,103.13,155.76,36.87,M
116.68,96.19,121.48,171.33,31.12,GG
119.51,100.62,121.42,162.93,39.38,GG
97.4,78.81,101.57,178.34,37.01,M
119.97,95.89,120.78,175.82,32.33,GG
78.09,59.61,84.32,156.48,38.38,PP
114.69,96.12,122.82,174.37,30.54,GG
97.38,80.4,103.65,176.75,32.77,M
86.42,66.6,94.61,150.12,38.65,P
99.48,80.96,101.81,176.85,33.95,M
77.49,58.32,80.35,170.08,37.84,PP
88.37,70.65,91.06,173.28,36.34,P
104.05,90.75,114.38,167.8,33.11,G
97.82,80.59,100.57,178.09,36.69,M
86.41,65.38,93.7,159.28,38.13,P
94.62,80.86,105.3,153.32,33.61,M
115.37,99.99,121.05,159.09,33.55,GG
116.89,96.2,125.84,169.56,37.85,GG
88.06,69.59,90.34,157.42,34.18,P
106.02,88.29,110.02,177.04,35.33,G
106.55,85.23,111.79,162.15,36.74,G
97.98,80.59,102.96,170.79,39.83,M
87.02,65.29,91.39,169.81,37.62,P
74.48,56.84,85.75,167.07,39.52,PP
95.88,76.53,103.33,169.69,36.55,M
96.44,79.6,100.34,165.95,36.56,M
115.04,95.42,122.62,156.15,36.36,GG
74.69,58.14,80.04,170.56,32.58,PP
99.49,75.11,105.66,167.89,31.32,M
79.66,59.97,80.56,165.79,38.23,PP
86.03,66.46,95.67,150.42,36.32,P
96.53,76.8,101.16,160.49,32.87,M
86.71,70.26,90.74,167.07,30.73,P
95.24,75.14,100.31,179.46,32.91,M
99.09,78.32,100.08,168.76,39.44,M
78.66,57.12,82.43,158.7,36.31,PP
86.96,69.82,95.83,155.57,35.68,P
86.23,70.18,95.75,158.52,38.11,P
77.84,60.2,80.91,160.27,31.7,PP
79.88,60.21,80.92,150.07,30.31,PP
107.3,89.36,110.53,166.99,39.91,G
74.73,59.77,81.81,177.49,36.3,PP
116.43,98.26,125.08,156.02,38.59,GG
97.72,80.49,105.07,160.0,37.96,M
89.63,65.33,95.81,169.07,34.42,P
75.65,57.18,85.35,161.52,32.78,PP
96.63,78.72,102.73,173.02,39.4,M
84.81,69.75,93.96,177.17,36.93,P
86.96,68.43,91.4,165.22,32.2,P
88.52,68.7,90.88,166.43,35.41,P
78.13,60.81,84.05,161.99,32.95,PP
117.06,97.51,124.57,172.58,34.9,GG
116.53,95.19,125.57,178.58,39.92,GG
109.96,86.27,110.51,164.33,34.66,G
78.43,56.79,82.62,174.94,39.85,PP
118.47,98.67,124.58,179.83,39.51,GG
94.92,75.04,102.47,178.53,35.07,M
114.2,95.23,124.35,151.48,30.5,GG
85.57,68.05,94.07,170.71,31.85,P
107.24,90.88,113.01,169.39,37.73,G
106.18,87.05,115.85,174.47,35.0,G
119.32,98.1,125.43,170.74,39.02,GG
84.76,70.53,91.2,170.06,31.31,P
104.56,85.74,115.17,170.7,34.28,G
74.8,58.62,84.07,155.15,35.81,PP
119.69,99.27,122.82,171.15,31.59,GG
74.92,57.84,82.6,171.44,38.35,PP
118.49,97.76,123.46,157.15,37.48,GG
88.55,65.18,93.0,159.27,31.08,P
118.61,96.99,120.05,161.34,32.77,GG
85.14,70.84,95.86,177.21,34.26,P
84.27,69.68,92.03,160.42,30.35,P
116.61,95.02,123.16,155.82,37.87,GG
86.9,69.71,95.1,155.67,39.1,P
115.09,95.12,122.52,174.73,36.22,GG
106.96,90.74,114.3,152.25,30.17,G
98.58,79.88,103.56,167.65,33.79,M
86.39,68.05,95.19,162.18,32.33,P
105.54,87.3,111.79,170.06,35.76,G
84.9,65.51,90.05,152.2,31.4,P
86.8,69.27,90.11,167.08,32.73,P
97.69,80.65,103.33,172.3,33.16,M
84.7,69.03,94.19,171.16,33.4,P
108.91,86.34,115.32,156.14,37.23,G
108.31,86.55,111.09,167.37,34.27,G
115.94,96.45,124.42,168.64,33.74,GG
78.93,57.24,82.29,174.4,32.86,PP
88.69,66.35,93.6,170.03,34.95,P
118.42,100.39,123.81,154.39,38.57,GG
97.4,75.78,100.82,165.02,39.05,M
94.9,77.54,102.02,167.43,34.52,M
114.48,98.87,125.26,155.09,38.59,GG
106.43,89.46,110.49,168.06,34.08,G
95.55,78.16,101.62,162.75,37.62,M
107.97,87.16,112.21,157.95,36.78,G
87.84,68.21,95.87,162.86,39.98,P
118.21,99.41,122.28,156.67,30.05,GG
114.11,98.14,121.36,159.68,31.62,GG
115.89,98.2,122.82,178.67,30.57,GG
77.57,55.53,84.85,170.97,30.83,PP
88.0,67.48,94.05,156.32,31.21,P
104.15,87.86,115.88,172.47,34.79,G
98.99,75.67,103.02,169.77,37.11,M
109.26,85.08,112.07,156.75,34.65,G
96.64,80.41,104.12,150.08,35.24,M
85.27,67.81,94.19,173.02,31.54,P
74.75,58.5,80.38,152.88,32.9,PP
87.98,68.11,94.35,161.5,32.27,P
85.62,67.95,95.94,163.73,39.73,P
85.2,67.3,93.92,163.12,32.21,P
79.34,60.31,84.56,169.37,35.93,PP
76.6,57.55,84.75,166.26,37.31,PP
98.37,77.73,102.19,178.28,31.48,M
76.93,56.28,81.42,170.35,35.03,PP
109.22,88.77,115.49,171.05,38.12,G
114.46,95.98,120.16,159.8,32.32,GG
97.34,76.02,102.31,152.03,30.2,M
96.33,75.72,100.08,163.2,38.29,M
79.97,55.22,83.75,179.77,30.46,PP
117.28,96.02,125.65,154.42,33.98,GG
99.95,77.13,101.49,177.95,36.97,M
118.08,95.75,125.23,176.93,37.04,GG
115.05,99.34,124.45,177.41,38.92,GG
107.09,85.39,112.54,156.84,35.36,G
95.46,77.53,103.82,163.37,34.58,M
86.47,68.07,91.71,161.77,35.49,P
86.36,70.64,95.06,156.45,37.22,P
117.15,96.59,123.09,178.7,35.15,GG
98.7,80.53,103.25,159.44,37.13,M
79.03,60.21,84.31,176.76,30.67,PP
115.22,96.05,124.49,159.47,33.43,GG
77.27,58.97,84.99,162.61,35.94,PP
74.02,56.51,81.56,157.28,36.41,PP
107.06,90.17,111.12,156.07,37.28,G
108.86,88.73,112.96,172.1,37.05,G
109.65,90.01,111.01,154.94,33.85,G
108.95,86.4,115.37,175.39,38.78,G
85.18,66.91,95.54,166.41,36.15,P
84.66,65.84,90.9,150.11,33.23,P
116.28,96.05,124.47,157.57,30.27,GG
96.97,76.01,100.03,174.16,32.03,M
87.51,67.04,90.76,159.26,36.44,P
95.33,75.31,105.98,171.99,35.16,M
87.1,65.84,90.67,162.93,35.62,P
98.08,79.71,104.88,173.18,39.72,M
108.64,86.75,110.37,153.68,32.97,G
75.8,58.56,85.46,165.11,39.53,PP
119.56,97.12,121.15,171.5,31.24,GG
78.81,58.05,84.96,179.35,31.1,PP
85.54,66.55,94.54,154.91,33.85,P
99.27,78.35,100.46,177.09,31.75,M
87.9,67.61,91.5,161.85,30.82,P
86.84,70.77,94.65,150.31,33.33,P
117.64,100.57,124.65,152.83,33.78,GG
87.86,67.61,93.41,156.11,31.82,P
104.33,87.83,112.18,173.67,34.97,G
96.62,75.44,101.08,167.01,38.51,M
84.85,65.02,94.76,157.27,37.82,P
74.01,56.11,80.72,159.2,38.9,PP
105.48,89.83,110.04,160.98,39.11,G
114.89,99.4,122.87,154.34,32.37,GG
106.69,86.78,112.77,159.1,39.23,G
77.18,59.67,81.7,154.24,34.28,PP
89.49,68.05,92.1,164.76,37.1,P
114.22,97.92,124.58,175.42,32.96,GG
105.2,87.77,114.78,156.58,36.03,G
115.97,100.03,124.82,164.49,37.03,GG
94.58,79.27,102.3,171.49,30.23,M
107.09,90.48,115.07,163.39,33.45,G
107.64,87.79,110.04,152.67,37.54,G
95.63,80.66,104.59,170.03,31.7,M
75.55,57.9,85.87,173.6,37.16,PP
114.82,95.65,121.76,169.02,32.58,GG
89.59,69.46,94.91,162.12,37.89,P
94.24,78.86,105.52,167.34,36.9,M
76.68,58.14,84.21,172.26,37.85,PP
105.37,89.7,115.0,155.37,37.3,G
119.65,95.67,124.08,175.58,39.86,GG
88.35,70.36,92.13,173.7,39.71,P
97.5,77.13,104.37,151.4,32.98,M
115.92,96.29,122.7,177.55,37.95,GG
108.81,87.9,111.01,166.19,39.67,G
86.91,68.83,94.39,164.46,34.49,P
105.32,85.31,111.35,168.86,32.16,G
117.02,95.28,121.6,161.06,34.76,GG
98.33,77.84,105.92,156.93,36.55,M
99.61,77.03,102.12,160.08,36.68,M
87.87,67.06,92.25,173.38,30.78,P
114.53,100.62,122.37,162.31,38.0,GG
107.98,90.93,114.98,150.78,37.88,G
109.57,90.0,115.11,160.58,30.41,G
104.71,86.73,111.99,155.79,37.49,G
114.17,95.21,120.56,173.37,35.97,GG
116.59,98.81,124.31,165.29,30.83,GG
76.28,60.17,81.87,151.62,30.55,PP
78.28,58.79,85.29,173.8,30.31,PP
114.23,95.85,124.37,179.21,31.7,GG
107.71,88.96,112.03,173.48,39.38,G
